ID,Título,Autor,Ano da edição,Páginas,Editora,Gênero,Estrelas,Já leram,Lendo,Querendo ler,Relendo,Abandonos,Resenhas,Homens,Mulheres,Avaliação,Sentimento,Imagem
1182,O Assassinato de Roger Ackroyd,Agatha Christie,2014,312,Globo Livros,Mistério,4.4,25874,881,9934,24,431,1921,21%,79%,"O livro ""O Assassinato de Roger Ackroyd"", de Agatha Christie, recebeu diversas avaliações positivas dos leitores. Muitos destacaram a capacidade da autora de prender a atenção do leitor até a revelação do assassino, além de elogiarem a resolução do mistério e a escrita envolvente da autora. Alguns leitores mencionaram ter sido surpreendidos pelo desfecho inesperado e pela habilidade de Agatha Christie em criar tramas intrigantes. No entanto, algumas críticas apontaram para a extensão da história e a lentidão em alguns trechos. No geral, o livro foi bem recebido e recomendado para os fãs de romances policiais.",Bom,https://img.skoob.com.br/fYbFN71UKDFVrVIRw2OKIlzkiq4=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1182/O_ASSASSINATO_DE_ROGER_ACKROYD_1409191796B.jpg
1194,Laranja Mecânica,Anthony Burgess,2019,216,Editora Aleph,Ficção,4.4,47374,2740,103956,102,1846,2249,30%,70%,"O livro ""Laranja Mecânica"" de Anthony Burgess despertou diversas reflexões nos leitores, que destacaram a complexidade da trama, a linguagem nadsat peculiar, a profundidade das questões éticas e sociais abordadas, a dualidade do protagonista Alex, a crítica ao controle social e a liberdade individual, além do impacto das cenas de violência e da evolução do personagem ao longo da narrativa. A obra foi elogiada por sua imersão única e provocativa, tornando-se uma leitura marcante e perturbadora que levanta questionamentos sobre a natureza humana e a sociedade distópica apresentada.",Bom,https://img.skoob.com.br/FkUbW9ne2RLG9GaE_9JS4qt3-rw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1194/LARANJA_MECANICA_15760387981194SK1576038800B.jpg
1196,Um corpo na biblioteca,Agatha Christie,2014,184,Casa dos Livros,Mistério,3.8,35301,1636,17259,27,864,3219,15%,85%,"O livro ""Um Corpo na Biblioteca"" de Agatha Christie recebeu avaliações mistas dos leitores. Alguns elogiaram a trama envolvente, a capacidade da autora em criar reviravoltas surpreendentes e a inteligência da personagem Miss Marple. No entanto, houve críticas em relação ao desenvolvimento lento, nomes confusos dos personagens e um final considerado previsível por alguns. Apesar disso, a maioria dos leitores destacou a habilidade da autora em criar um mistério intrigante e em manter o suspense até o desfecho da história.",Bom,https://img.skoob.com.br/pcfxF4z3QwSzDTJGGjT6Il76kvk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1196/UM_CORPO_NA_BIBLIOTECA_15996583681196SK1599658370B.jpg
1198,Os Elefantes Não Esquecem,Agatha Christie,2002,175,Nova Fronteira,Mistério,3.9,27449,591,10387,26,262,1370,19%,81%,"O livro ""Os Elefantes Não Esquecem"" de Agatha Christie despertou opiniões diversas entre os leitores. Alguns apreciaram a trama envolvente e a capacidade da autora de prender a atenção do leitor, enquanto outros consideraram o enredo previsível e a escrita um pouco arrastada. Apesar das críticas, a maioria concordou que o final surpreendente e o mistério bem desenvolvido tornam a leitura satisfatória e digna da reputação da autora como a ""Rainha do Crime"".",Bom,https://img.skoob.com.br/MKKEPxfFiznemyg78o-AJkTOVlQ=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1198/OS_ELEFANTES_NAO_ESQUECEM_1328575416B.jpg
1200,Harry Potter e as Relíquias da Morte,J.K. Rowling,2007,592,Rocco,Fantasia,4.7,480296,4991,208259,939,1507,7262,22%,78%,"O livro recebeu uma série de avaliações extremamente positivas, ressaltando a complexidade e minuciosidade da história, o desenvolvimento dos personagens, a riqueza de valores morais, as emoções intensas vivenciadas durante a leitura e a nostalgia provocada pela saga. Muitos leitores destacaram a evolução dos personagens, a emoção das cenas de batalha, a importância da amizade e a profundidade da trama. Alguns ressaltaram a decepção com o desfecho corrido e a falta de resolução para alguns personagens, enquanto outros enfatizaram a emoção e a satisfação ao concluir a saga. No geral, as avaliações enfatizam a importância e a qualidade da obra, ressaltando a conexão emocional e a magia presente em cada página.",Bom,https://img.skoob.com.br/18v3YDf67NRSQf8VtLPZxaeAfog=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1200/HARRY_POTTER_E_AS_RELIQUIAS_DA_14475522561200SK1447552256B.jpg
1202,Morte no Nilo,Agatha Christie,2014,256,Nova Fronteira,Mistério,4.2,53224,2331,22619,45,1012,5351,18%,82%,"O livro ""Morte no Nilo"", da renomada escritora Agatha Christie, é aclamado por sua trama envolvente e cheia de mistérios, que mantém o leitor intrigado do início ao fim. Com personagens bem construídos e um final surpreendente, a obra cativa pela habilidade da autora em criar um ambiente rico em detalhes e reviravoltas. Apesar de alguns leitores terem achado o início lento e o final previsível, a maioria destaca a genialidade da escrita de Agatha Christie, que mais uma vez entrega um excelente livro de suspense e investigação.",Bom,https://img.skoob.com.br/3-fLaQraZJwzKTnJNCdSOwhs8LE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1202/A_MORTE_NO_NILO_1406301348B.jpg
1208,O misterioso caso de Styles,Agatha Christie,2014,286,Globo Livros,Mistério,4.1,21622,515,6400,18,202,1496,21%,79%,"O livro ""O Misterioso Caso de Styles"" é o primeiro caso do detetive Hercule Poirot, apresentando uma trama envolvente e cheia de reviravoltas. Com uma narrativa fluída e personagens bem construídos, a autora Agatha Christie conduz o leitor por um mistério intrigante, mantendo-o em suspense até o desfecho surpreendente. A obra é elogiada pela forma como a investigação é conduzida, pelas pistas bem colocadas e pela capacidade da autora de enganar o leitor, revelando o assassino de forma inesperada. A introdução de Poirot como um detetive astuto e carismático conquista os leitores, tornando o livro uma leitura recomendada para os fãs de romances policiais e mistérios bem elaborados.",Bom,https://img.skoob.com.br/7etE6Lz-21Bf7S4mISIh4UoI07Q=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1208/O_MISTERIOSO_CASO_DE_STYLES_1404312985B.jpg
1209,Morte na Mesopotâmia,Agatha Christie,1987,220,Record,Mistério,4.1,22902,565,10308,13,257,1382,19%,81%,"O livro ""Morte na Mesopotâmia"" de Agatha Christie recebeu uma série de avaliações positivas, destacando a reviravolta fantástica no final, a narrativa intrigante que prende o leitor, a originalidade da trama narrada por uma personagem secundária, a criatividade da autora, a ambientação envolvente, a resolução surpreendente do mistério, a dinâmica dos personagens, a qualidade do enredo e a capacidade da autora em surpreender o leitor com desfechos inesperados, mesmo quando se suspeita do assassino. No entanto, algumas ressalvas foram feitas em relação a comentários preconceituosos, a linguagem utilizada pela enfermeira narradora e a previsibilidade de alguns elementos da trama. No geral, o livro foi elogiado por sua qualidade e por manter a excelência característica das obras de Agatha Christie.",Bom,https://img.skoob.com.br/ONIJBL6tCECnOacZczkaTgrpUhE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1209/MORTE_NA_MESOPOTAMIA_1246208748B.jpg
1215,Os Crimes ABC,Agatha Christie,2016,256,Arqueiro,Mistério,4.1,39548,2061,16727,42,922,3334,16%,84%,"O livro ""Os Crimes ABC"" de Agatha Christie recebeu uma série de avaliações positivas, com destaque para a reviravolta surpreendente no final, a construção dos personagens, a narrativa envolvente e a habilidade da autora em manter o suspense ao longo da história. Muitos leitores destacaram a dificuldade em suspeitar do verdadeiro culpado, a genialidade da ideia dos assassinatos em ordem alfabética e a qualidade da escrita de Agatha Christie. Alguns apontaram que a leitura pode ser um pouco lenta no início, mas que o desfecho compensa qualquer expectativa. No geral, as avaliações destacam o talento da autora para criar enredos intrigantes e cativantes, tornando a leitura uma experiência única e envolvente.",Bom,https://img.skoob.com.br/-RdjlCpzEzvJ4BTtDsJGd2MQAZQ=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1215/OS_CRIMES_ABC_15431900631215SK1543190064B.jpg
1233,Auto da Compadecida,Ariano Suassuna,2014,192,Nova Fronteira,Comédia,4.4,36940,500,9192,44,204,2114,26%,74%,"O livro ""Auto da Compadecida"" de Ariano Suassuna recebeu uma variedade de avaliações, desde elogios entusiasmados até críticas mais contidas. Alguns leitores destacaram a genialidade da obra, sua capacidade de entreter e fazer refletir, além do humor sagaz e das críticas sociais incisivas presentes na trama. Outros apontaram a facilidade de leitura, a diversão proporcionada pela história e a conexão com a cultura nordestina. No entanto, houve quem mencionasse que a peça pode ser mais apreciada em formato de teatro ou filme, e que, apesar do entretenimento garantido, faltou um elemento de profundidade ou unidade na trama para alguns leitores. Em geral, a obra foi elogiada por sua originalidade, humor e crítica social, sendo considerada uma verdadeira obra de arte da literatura brasileira.",Bom,https://img.skoob.com.br/De_ErxsDKMjrbQt--X_hBigEj0o=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1233/AUTO_DA_COMPADECIDA_1409278145B.jpg
1278,A paixão segundo G.H.,Clarice Lispector,1998,180,Rocco,Ficção,4.2,18259,1853,13793,93,876,1133,22%,78%,"O livro ""A Paixão segundo G.H."" de Clarice Lispector desperta uma gama de sentimentos e reflexões nos leitores, que se deparam com uma narrativa profunda e complexa. A protagonista, G.H., embarca em uma jornada de autoconhecimento ao se deparar com uma barata em um quarto vazio, desencadeando um mergulho em seus pensamentos e emoções mais profundos. A obra é descrita como desafiadora, reflexiva e, muitas vezes, perturbadora, levando os leitores a questionarem a essência da vida, do amor e da existência humana. A escrita de Clarice Lispector é elogiada por sua sensibilidade, profundidade e capacidade de transmitir emoções e pensamentos de forma única e impactante. Mesmo sendo considerado um livro difícil e de leitura complexa, ""A Paixão segundo G.H."" é reconhecido como uma obra que provoca reflexões intensas e desperta sentimentos profundos nos leitores.",Bom,https://img.skoob.com.br/1Nt1lZe0szS0kOJQiwf8YlOBUtg=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1278/A_PAIXAO_SEGUNDO_GH_1325213834B.jpg
1291,Senhor das moscas,William Golding,2014,224,Alfaguara,Ficção,4.1,27109,2110,25257,28,800,2562,36%,64%,"O livro ""Senhor das Moscas"" de William Golding é uma obra clássica que narra a história de um grupo de meninos britânicos isolados em uma ilha deserta, explorando temas profundos como a luta pelo poder, a perda da inocência e a dualidade entre civilização e barbárie. Com uma narrativa simbólica e tensa, a obra desafia os leitores a refletirem sobre a condição humana e a complexidade moral em situações extremas, revelando a natureza primitiva e violenta que existe dentro de cada um. A construção dos personagens, o desenvolvimento da história e o impacto filosófico são destacados, mesmo que algumas resenhas apontem para momentos maçantes, falta de descrição ou perspectivas racistas. No entanto, o desfecho e a reflexão sobre a fragilidade da civilização em meio à barbárie são pontos altos que despertam debates e interpretações profundas.",Bom,https://img.skoob.com.br/jaLNLFxQiWNq0hEo6B5tF97zRyY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1291/SENHOR_DAS_MOSCAS_16225860561291SK-V11622586066B.jpg
1322,A Batalha do Apocalipse,Eduardo Spohr,2014,586,Verus,Fantasia,4.3,47856,4473,65964,221,4219,1338,39%,61%,"O livro ""A Batalha do Apocalipse"" recebeu avaliações mistas, com alguns leitores elogiando a criatividade do autor em construir um universo mágico e intrigante, enquanto outros apontaram falhas no desenvolvimento dos personagens e na narrativa, como diálogos fracos e excesso de detalhes descritivos. A alternância entre passado e presente dividiu opiniões, assim como a complexidade da trama que, para alguns, tornou a leitura arrastada. No entanto, a obra foi reconhecida como uma contribuição significativa para a literatura brasileira de fantasia, com potencial para se tornar um clássico no futuro.",Mediano,https://img.skoob.com.br/Ng_pqRjDwod4FSCedQya5W77sCg=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1322/A_BATALHA_DO_APOCALIPSE_14539131761322SK1453913176B.jpg
1434,O Velho e o Mar,Ernest Hemingway,2011,130,Bertrand Brasil,Clássico,4.1,40168,999,14667,63,531,2709,36%,64%,"O livro ""O Velho e o Mar"" de Ernest Hemingway é descrito como uma história de resiliência, perseverança e luta contra os desafios da vida. A narrativa acompanha Santiago, um pescador experiente que enfrenta uma maré de azar, até o dia em que captura um imenso peixe-espada. A relação entre o velho e o peixe se torna intensa, mas a vitória é efêmera, pois os tubarões destroçam o peixe no caminho de volta à costa. Mesmo com a sensação de derrota, Santiago demonstra coragem e orgulho diante das adversidades, proporcionando reflexões profundas sobre a vida e a resiliência humana.",Bom,https://img.skoob.com.br/y-SCG99c8CindbyxhLJuj-EbMeA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1434/O_VELHO_E_O_MAR_1368493304B.jpg
1436,Clube da Luta,Chuck Palahniuk,2012,272,LeYa Brasil,Ficção,4.3,40183,1905,30360,68,984,2332,32%,68%,"O livro ""Clube da Luta"" é descrito como uma obra eletrizante, perspicaz e insana, que aborda questões profundas sobre a sociedade, a masculinidade tóxica e a decadência mental do protagonista. Com personagens complexos e uma narrativa envolvente, a história mergulha em temas como violência, alienação, anarquia e autodestruição, desafiando o leitor a refletir sobre a vida em sociedade e a busca por identidade e significado. Mesmo para aqueles que já assistiram ao filme, a leitura proporciona uma experiência única e impactante, revelando camadas mais profundas e reflexivas sobre a mente humana e as contradições da existência. Recomendado para aqueles que buscam uma leitura intensa e provocativa, capaz de instigar questionamentos e reflexões sobre a natureza da realidade e a complexidade das relações humanas.",Bom,https://img.skoob.com.br/DgdUA5HCAJNzdi6JnROXN57FSM0=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1436/CLUBE_DA_LUTA_1335983381B.jpg
1552,O Grande Gatsby,F. Scott Fitzgerald,2007,252,Bestbolso,Romance,4.1,42613,2375,38020,55,890,3127,21%,79%,"O Grande Gatsby é um clássico que desperta opiniões diversas entre os leitores, desde aqueles que o consideram perfeito e o releriam diversas vezes, até os que acham a trama arrastada e os personagens fúteis. A história de Gatsby, sua obsessão por Daisy e a crítica ao sonho americano são pontos que geram reflexões e debates, mostrando como a obra de F. Scott Fitzgerald continua atual e impactante mesmo quase um século após sua publicação.",Bom,https://img.skoob.com.br/G3RoJwb8EPeShiq-G7G3s9TDf-M=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1552/O_GRANDE_GATSBY_16011310371552SK1601131040B.jpg
1570,Sonho de uma noite de verão,William Shakespeare,2001,128,L&PM,Fantasia,3.9,44283,619,10362,83,383,1246,17%,83%,"O livro ""Sonho de uma Noite de Verão"" de William Shakespeare recebeu avaliações variadas, desde elogios pela leveza, humor e magia da obra até críticas pela falta de profundidade e desinteresse na trama. Alguns leitores destacaram a comédia e sátira presentes na história, enquanto outros mencionaram a confusão causada pelos triângulos amorosos. No geral, a obra foi descrita como divertida, engraçada e fácil de ler, com personagens memoráveis e diálogos brilhantes, mas teve opiniões divididas em relação ao seu conteúdo e mensagem.",Bom,https://img.skoob.com.br/GRTqC2Uy-OUedxFgoFMvIs6CRBA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1570/SONHO_DE_UMA_NOITE_DE_VERAO_16726990841570SK-V11672699087B.jpg
1579,Helena,Machado de Assis,2006,144,Moderna,Romance,3.9,30151,968,8270,31,650,1214,19%,81%,"""Helena"", de Machado de Assis, é um livro que surpreendeu muitos leitores, trazendo uma história que foge dos clichês esperados. Ambientado na sociedade burguesa carioca do século XIX, o romance aborda temas como amor, ambição, traição e redenção, mergulhando nas profundezas das emoções dos personagens. Com reviravoltas inesperadas, críticas sociais e um desfecho impactante, a obra cativa os leitores com sua narrativa envolvente e análise perspicaz da condição humana, tornando-se uma leitura recomendada para aqueles que apreciam a literatura clássica brasileira.",Bom,https://img.skoob.com.br/wTZNgjG4_emNfRHm3zszmM3-_EM=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1579/HELENA_1378646030B.jpg
1582,O Colecionador,John Fowles,1980,234,Abril,Terror,3.9,35283,3587,68094,69,1461,4006,11%,89%,"O livro ""O Colecionador"" de John Fowles dividiu opiniões entre os leitores, apresentando uma trama envolvente e perturbadora que aborda temas como obsessão, feminismo, classes sociais e arte. Com narrativas alternadas entre o sequestrador e sua vítima, a obra desperta sentimentos de aflição, raiva, empatia e inquietação, levando os leitores a uma reflexão profunda sobre os personagens e as relações humanas. Apesar de alguns considerarem a leitura arrastada e previsível em determinados momentos, a dualidade dos protagonistas e a intensidade psicológica da trama tornam ""O Colecionador"" uma leitura marcante e digna de ser revisitada.",Mediano,https://img.skoob.com.br/_SEvjgG3aVVNcrN1M8PdlMmLYMc=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1582/O_COLECIONADOR_15082520331582SK1508252033B.jpg
1631,"Carrie, A Estranha",Stephen King,2001,137,Objetiva,Terror,4.0,47751,1910,31217,39,839,4298,28%,72%,"O livro ""Carrie"" de Stephen King recebeu avaliações variadas, com alguns leitores elogiando a escrita envolvente e intrigante do autor, enquanto outros apontaram para a falta de profundidade nos personagens e a leitura arrastada. Alguns destacaram a originalidade da história e a forma como King abordou temas como bullying e fanatismo religioso, enquanto outros consideraram a trama previsível e a narrativa confusa. No geral, as opiniões sobre o livro foram divergentes, com alguns leitores apreciando a obra como uma montanha-russa emocional que prende a atenção do início ao fim, enquanto outros a consideraram maçante e sem impacto.",Mediano,https://img.skoob.com.br/LP2aG6JZ2HzDLo2HReNtyzw2tds=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1631/CARRIEN_A_ESTRANHA_1351081593B.jpg
1634,O engenhoso fidalgo dom Quixote de La Mancha,Miguel de Cervantes,2005,296,Martins Fontes,Clássico,4.0,39717,2730,24121,117,2022,1140,32%,68%,"As avaliações sobre o livro ""Dom Quixote"" de Miguel de Cervantes são bastante diversificadas, indo desde elogios à profundidade da obra até críticas à sua extensão e repetitividade. Muitos leitores destacam a capacidade do autor de mesclar humor, reflexão e crítica social na história do cavaleiro sonhador e seu fiel escudeiro, enquanto outros apontam para a dificuldade de se manter engajado ao longo de toda a narrativa. No entanto, a maioria reconhece a importância e o impacto duradouro dessa obra clássica da literatura mundial, que aborda temas como loucura, idealismo e a linha tênue entre realidade e ilusão, cativando leitores ao redor do mundo.",Bom,https://img.skoob.com.br/Gearx6nBFHX_cpZGAOovEo3MN3c=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1634/O_ENGENHOSO_FIDALGO_DOM_QUIXOTE_DE_LA_MA_1383856705B.jpg
1635,A Viajante do Tempo,Diana Gabaldon,2014,800,Saída de Emergência Brasil,Ficção,4.6,20021,3194,30507,64,1030,1630,7%,93%,"O livro ""Outlander"" recebeu uma série de avaliações positivas, destacando a envolvente história de Claire e Jamie, a riqueza de detalhes na narrativa, a construção dos personagens e a ambientação na Escócia do século XVIII. Os leitores elogiaram a trama cheia de reviravoltas, o romance arrebatador, as cenas emocionantes e a fidelidade da série de televisão à obra original. Apesar de algumas críticas em relação à extensão do livro e à violência retratada, a maioria dos leitores se declarou apaixonada pela história e ansiosa para continuar a saga.",Bom,https://img.skoob.com.br/E3IKEMDVUWmxZaEreigB8d2uCps=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1635/A_VIAJANTE_DO_TEMPO_1406133669B.jpg
1647,Madame Bovary,Gustave Flaubert,2003,410,Martin Claret,Romance,3.9,28166,2922,23999,99,2240,1172,20%,80%,"O livro ""Madame Bovary"" de Gustave Flaubert desperta sentimentos ambíguos nos leitores, com críticas à sociedade burguesa do século XIX e à busca incessante de Emma por um amor idealizado, levando-a à tragédia. A protagonista, cheia de insatisfações e ilusões, reflete a luta entre a realidade e os sonhos, enquanto a escrita detalhada e poética do autor cativa e envolve, proporcionando uma leitura profunda e impactante, que desperta reflexões sobre a natureza humana e a busca pela felicidade.",Mediano,https://img.skoob.com.br/cvRP03zzf_Gu96fWwljFaEWe9rI=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1647/MADAME_BOVARY_1379355610B.jpg
1649,It: A Coisa,Stephen King,2014,1104,Suma de Letras,Terror,4.5,65130,17415,167958,304,4396,4381,23%,77%,"O livro ""It: A Coisa"" de Stephen King recebeu avaliações diversas, desde elogios pela profundidade dos personagens e da narrativa envolvente até críticas pela extensão e alguns detalhes desnecessários. Muitos leitores destacaram a amizade entre o Clube dos Otários, a ambientação em Derry e a forma como o autor abordou temas como medo, amadurecimento e traumas. Alguns apontaram que o final foi decepcionante, enquanto outros consideraram o livro uma obra-prima do terror, repleta de suspense, emoção e reflexões profundas sobre a infância e os medos humanos. Apesar das opiniões divergentes, a maioria dos leitores recomendou a leitura, destacando a habilidade de King em criar uma história que permanece com o leitor mesmo após o término da leitura.",Bom,https://img.skoob.com.br/HJX-6jgJ-GGGtDxRdP1-qrdRg6k=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1649/A_COISA_1400263700B.jpg
1703,Jane Eyre,Charlotte Brontë,2002,120,Oxford University Press,Romance,4.5,26404,2596,32781,82,561,2797,7%,93%,"""Jane Eyre"", de Charlotte Brontë, é um clássico da literatura inglesa que narra a trajetória de uma mulher forte e inspiradora, desde sua infância sofrida até a vida adulta, passando por desafios, amores e reviravoltas. A obra cativa os leitores com sua escrita poética, personagens marcantes e reflexões sobre temas como feminismo, religião e moralidade, tornando-se uma leitura indispensável para aqueles que apreciam clássicos e buscam uma história envolvente e atemporal.",Bom,https://img.skoob.com.br/c2T5zsfAK-UJ2rSnKaRfCVBe0P0=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1703/JANE_EYRE_15660586571703SK1566058658B.jpg
1707,Emma,Jane Austen,1996,368,Nova Fronteira,Romance,4.1,23000,3783,33488,52,1605,2133,5%,95%,"O livro ""Emma"" de Jane Austen recebeu avaliações mistas, com alguns leitores destacando a riqueza e a sutileza da trama, a evolução da protagonista e a ironia presente na narrativa, enquanto outros apontaram a lentidão da história, a irritação com a personagem principal e a falta de envolvimento com a trama. A obra é elogiada por sua construção de personagens e relacionamentos, mas divide opiniões quanto ao desenvolvimento da história e ao desfecho romântico.",Bom,https://img.skoob.com.br/CqhvacsLHlf35tEj1SQgnnL7mfg=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1707/EMMA_1382966547B.jpg
1713,O Natal de Poirot,Agatha Christie,2015,224,Nova Fronteira,Mistério,4.2,27593,416,8911,27,219,1280,20%,80%,"O livro ""O Natal de Poirot"" de Agatha Christie recebeu avaliações mistas dos leitores, com opiniões variando desde elogios à trama envolvente e surpreendente, até críticas à organização e confusão inicial causada pela quantidade de personagens. Alguns leitores destacaram a genialidade do enredo, as reviravoltas inesperadas e a escrita primorosa da autora, enquanto outros apontaram a dificuldade inicial na leitura e a sensação de ter sido ludibriado pelo desfecho. No geral, a obra foi considerada mais um sucesso da rainha do crime, com suas camadas de suspense e emoção mantendo os leitores intrigados e surpresos até o desfecho final.",Bom,https://img.skoob.com.br/O-ED30ce1w5SVi4gbPbhm4S1_-M=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1713/O_NATAL_DE_POIROT_16345586931713SK-V11634558708B.jpg
1724,A noite das bruxas,Agatha Christie,2020,240,HarperCollins Brasil,Fantasia,3.8,16848,775,9167,18,430,1621,16%,84%,"O livro ""A Noite das Bruxas"" de Agatha Christie recebeu uma série de avaliações positivas, destacando a trama envolvente, os personagens suspeitos, as reviravoltas inesperadas e a habilidade da autora em criar mistérios intrigantes. Alguns leitores mencionaram que a leitura foi lenta no início, mas que o desenrolar da história compensou, mantendo-os cativados até o final. A maioria elogiou a capacidade de Agatha Christie em manter o suspense e surpreender com a resolução do caso, tornando a obra mais uma adição bem-sucedida à coleção de mistérios da renomada autora.",Bom,https://img.skoob.com.br/mf12sHagwbWgYEFq8nX-UbXaXjI=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1724/A_NOITE_DAS_BRUXAS_16021210161724SK1602121018B.jpg
1748,Persuasão,Jane Austen,2007,208,Landmark,Romance,4.2,38325,2992,34395,86,1466,3704,5%,95%,"O livro ""Persuasão"" de Jane Austen recebeu avaliações divergentes, com alguns leitores elogiando a escrita impecável, a profundidade dos personagens e a crítica social presente na narrativa, enquanto outros apontaram a lentidão do enredo, a dificuldade de se envolver com a protagonista e a falta de desenvolvimento em alguns aspectos. No geral, a obra foi considerada uma leitura envolvente, com momentos de reflexão, redenção e uma visão madura do amor verdadeiro, mesmo diante das adversidades e das expectativas sociais, sendo elogiada por sua capacidade de cativar e emocionar os leitores.",Mediano,https://img.skoob.com.br/JF95L3V2TnPBYGnHlgX5SiL9mAY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1748/PERSUASAO_16652573481748SK-V11665257349B.jpg
1751,Memórias do subsolo,Fiódor Dostoiévski,2000,152,34,Ficção,4.4,17303,2466,16317,73,455,1548,35%,65%,"O livro ""Memórias do Subsolo"" de Dostoiévski recebeu uma série de avaliações entusiasmadas, descrevendo-o como uma obra que prende o leitor do início ao fim, com um protagonista insano e complexo que desperta sentimentos contraditórios. Os leitores elogiaram a profundidade da história, a reflexão filosófica sobre a natureza humana e a forma como o autor construiu um personagem tão visceral e real. Alguns destacaram a dificuldade da leitura, mas ressaltaram a importância e a intensidade da obra, que provoca uma profunda reflexão sobre a vida, a consciência e a existência no ""subsolo"" da mente humana.",Bom,https://img.skoob.com.br/W01kZA0UTd4VHFf8kdYjMKwWZK8=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1751/MEMORIAS_DO_SUBSOLO_16075266991751SK1607526703B.jpg
1795,O estrangeiro,Albert Camus,2010,126,Record,Romance,4.2,29210,895,13271,50,202,1826,40%,60%,"O livro ""O Estrangeiro"" de Albert Camus é uma narrativa envolvente que aborda a indiferença e apatia do protagonista, Meursault, diante da vida e das convenções sociais. A obra confronta o leitor com a visão absurda da existência, levando a reflexões sobre a falta de sentido existencial e a desconexão entre o indivíduo e a sociedade. Com uma escrita fluida e marcante, o livro desperta empatia pelo personagem e provoca questionamentos sobre a busca por significado em um mundo sem valores absolutos, tornando a leitura uma experiência reflexiva e impactante.",Bom,https://img.skoob.com.br/RkvUxQXzPcTyJLpplJ4dNdlpWjA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1795/O_ESTRANGEIRO_1322943507B.jpg
1915,A redoma de vidro,Sylvia Plath,2019,280,Biblioteca Azul,Romance,4.3,24863,2534,33431,65,560,3117,10%,90%,"O livro ""A Redoma de Vidro"" de Sylvia Plath recebeu uma série de avaliações que destacam a escrita poética e intensa da autora, abordando temas como depressão, pressão social, autoconhecimento e a luta da protagonista Esther contra seus próprios dilemas. Muitos leitores se identificaram com a personagem e se emocionaram com a narrativa, enquanto outros destacaram a importância da obra na discussão sobre saúde mental e o papel da mulher na sociedade. A metáfora da redoma de vidro, que representa a sensação de sufocamento e isolamento, foi amplamente elogiada, tornando o livro uma leitura impactante e reflexiva para muitos.",Bom,https://img.skoob.com.br/Y1baUmO2-l1lXa4mMkuwTSk0LtU=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1915/A_REDOMA_DE_VIDRO_16562593461915SK-V11656259348B.jpg
